id,split,training_eligible,exclusion_reason,source,source_id,category,input_text,target_text,part_of_speech,variants,quality_status
wiktionary-03314,train,true,,wiktionary,3314,lexicon,тэкӏурэ,few times,adv,тэкӏурэ,accepted
wiktionary-03315,train,true,,wiktionary,3315,lexicon,тэмэжъый,collarbone,noun,тэмэжъый | тэмэжъыйэхэмэ | тэмэжъыйэр | тэмэжъыйэм | тэмэжъыйэхэм | тэмэжъыйэхэкӏэ | тэмэжъыйыу | тэмэжъыйэхэр | тэмэжъыйэхыу | тэмэжъыйэ | тэмэжъыйэхэ | тэмэжъыйэкӏэ,accepted
wiktionary-03316,train,true,,wiktionary,3316,lexicon,тэпкӏэн,"to get stuck from something sticky, to become or remain attached; to adhere, to stick",verb,тэпкӏэн,accepted
wiktionary-03317,train,true,,wiktionary,3317,lexicon,тэпсэ,tray,noun,тэпсэ | тэпсэхэр | тэпсэкӏэ | тэпсэм | тэпсэу | тэпсэр | тэпсэхэм | тэпсэхэ | тэпсэхэмэ | тэпсэхэкӏэ | тэпсэхыу,accepted
wiktionary-03318,train,true,,wiktionary,3318,lexicon,тэрэз,correct,adj,тэрэз,accepted
wiktionary-03319,train,true,,wiktionary,3319,lexicon,тэрэзыдж,"wrong, incorrect",adj,тэрэзыдж,accepted
wiktionary-03320,train,true,,wiktionary,3320,lexicon,тэтэжъ,grandpa,noun,тэтэжъ | тэтэжъэхэкӏэ | тэтэжъэм | тэтэжъэхэ | тэтэжъэхэм | тэтэжъэхэр | тэтэжъэ | тэтэжъыу | тэтэжъэхыу | тэтэжъэр | тэтэжъэхэмэ | тэтэжъэкӏэ,accepted
wiktionary-03321,train,true,,wiktionary,3321,lexicon,тэуцон,to step on,verb,тэуцон,accepted
wiktionary-03322,train,true,,wiktionary,3322,lexicon,тэфэн,to be hit ; to fall (On something or someone) ; to meet someone (by chance),verb,тэфэн,accepted
wiktionary-03323,train,true,,wiktionary,3323,lexicon,тэцӏэшъутыкӏын,to slip over a,verb,тэцӏэшъутыкӏын | тэцӏэшъутыкӏьын,accepted
wiktionary-03324,train,true,,wiktionary,3324,lexicon,тэчъын,to surpass,verb,тэчъын,accepted
wiktionary-03325,train,true,,wiktionary,3325,lexicon,тэшӏыкӏын,"to sculpture based on ; (vulgar, slang) to masturbate watching someone",verb,тэшӏыкӏын | тэшӏыкӏьын,accepted
wiktionary-03326,excluded_benchmark_overlap,false,exact_normalized_input_target_or_variant_overlap_with_benchmark,wiktionary,3326,lexicon,тэщгъум,when,adv,тэщгъум,accepted
wiktionary-03327,excluded_benchmark_overlap,false,exact_normalized_input_target_or_variant_overlap_with_benchmark,wiktionary,3327,lexicon,тэщтэу,how,pron,тэщтэу,accepted
wiktionary-03328,train,true,,wiktionary,3328,lexicon,тэӏэн,to touch,verb,тэӏэн,accepted
wiktionary-03329,train,true,,wiktionary,3329,lexicon,тӀэкӀу,a bit (few) ; place,adv | noun,тӀэкӀу,accepted
wiktionary-03330,test,true,,wiktionary,3330,lexicon,тӏамы,orange (Fruit),noun,тӏамы | тӏамыхэр | тӏамым | тӏамыхэкӏэ | тӏамыхыу | тӏамыхэм | тӏамыхэмэ | тӏамыкӏэ | тӏамыу | тӏамыр,accepted
wiktionary-03331,train,true,,wiktionary,3331,lexicon,тӏаркъу,forked ; bifurcation (A division into two branches.) ; furcation (A division into several branches.),adj | noun,тӏаркъу,accepted
wiktionary-03332,test,true,,wiktionary,3332,lexicon,тӏокӏиплӏ,eighty,num,тӏокӏиплӏ,accepted
wiktionary-03333,train,true,,wiktionary,3333,lexicon,тӏокӏиплӏырэ пшӏырэ,ninety,num,тӏокӏиплӏырэ пшӏырэ,accepted
wiktionary-03334,train,true,,wiktionary,3334,lexicon,тӏокӏитӏу,forty,num,тӏокӏитӏу,accepted
wiktionary-03335,train,true,,wiktionary,3335,lexicon,тӏокӏищ,sixty,num,тӏокӏищ,accepted
wiktionary-03336,train,true,,wiktionary,3336,lexicon,тӏокӏищырэ пшӏырэ,seventy,num,тӏокӏищырэ пшӏырэ,accepted
wiktionary-03337,train,true,,wiktionary,3337,lexicon,тӏокӏы,twenty,num,тӏокӏы,accepted
wiktionary-03338,train,true,,wiktionary,3338,lexicon,тӏолъфэныкъо,twin,noun,тӏолъфэныкъо | тӏолъфэныкъох,accepted
wiktionary-03339,excluded_benchmark_overlap,false,exact_normalized_input_target_or_variant_overlap_with_benchmark,wiktionary,3339,lexicon,тӏу,two,num,тӏу,accepted
wiktionary-03340,train,true,,wiktionary,3340,lexicon,тӏуазэ,twin,noun,тӏуазэ | тӏуазэх,accepted
wiktionary-03341,train,true,,wiktionary,3341,lexicon,тӏуакӏэ,"gorge, ravine, canyon",noun,тӏуакӏэ | тӏуакӏэхэр | тӏуакӏэм | тӏуакӏэхэкӏэ | тӏуакӏэхэ | тӏуакӏэкӏэ | тӏуакӏэхыу | тӏуакӏэу | тӏокӏэжъ | тӏуакӏэхэм | тӏуакӏэр | тӏуакӏэхэмэ,accepted
wiktionary-03342,train,true,,wiktionary,3342,lexicon,тӏуанэ,rival (female),noun,тӏуанэ | тӏуанэхэр | тӏуанэхэм | тӏуанэхыу | тӏуанэм | тӏуанэу | тӏуанэхэ | тӏуанэхэкӏэ | тӏуанэхэмэ | тӏуанэкӏэ | тӏуанэр,accepted
wiktionary-03343,train,true,,wiktionary,3343,lexicon,тӏупщын,to release ; to launch ; to set free; to let go ; to leave someone (from harm or annoyance),verb,тӏупщын,accepted
wiktionary-03344,train,true,,wiktionary,3344,lexicon,тӏурыс,old,adj,тӏурыс,accepted
wiktionary-03345,train,true,,wiktionary,3345,lexicon,тӏурытӏу,pair,noun,тӏурытӏу,accepted
wiktionary-03346,validation,true,,wiktionary,3346,lexicon,тӏурытӏу къашъо,pair dance,noun,тӏурытӏу къашъо | тӏурытӏу къашъохэкӏэ | тӏурытӏу къашъор | тӏурытӏу къашъом | тӏурытӏу къашъокӏэ | тӏурытӏу къашъохыу | тӏурытӏу къашъохэм | тӏурытӏу къашъоу | тӏурытӏу къашъохэ | тӏурытӏу къашъохэмэ | тӏурытӏу къашъохэр,accepted
wiktionary-03347,test,true,,wiktionary,3347,lexicon,тӏуӏугъэ,wrinkly,adj,тӏуӏугъэ | тӏуӏугъээхэм | тӏуӏугъээр | тӏуӏугъээхэр | тӏуӏугъэыу | тӏуӏугъээм | тӏуӏугъээкӏэ | тӏуӏугъээхыу | тӏуӏугъээхэкӏэ | тӏуӏугъээ | тӏуӏугъээхэмэ | тӏуӏугъээхэ,accepted
wiktionary-03348,train,true,,wiktionary,3348,lexicon,тӏы,ram,noun,тӏы | тӏым | тӏыхэм | тӏыхэкӏэ | тӏыхэр | тӏыу | тӏыкӏэ | тӏыхыу | тӏыр | тӏыхэмэ,accepted
wiktionary-03349,validation,true,,wiktionary,3349,lexicon,тӏын,to dig,verb,тӏын,accepted
wiktionary-03350,train,true,,wiktionary,3350,lexicon,тӏыргун,"to push, to shove, to thrust",verb,тӏыргун,accepted
wiktionary-03351,validation,true,,wiktionary,3351,lexicon,тӏыргъон,"to ripen, to mature",verb,тӏыргъон | тӏыгъон,accepted
wiktionary-03352,train,true,,wiktionary,3352,lexicon,тӏысын,to sit down,verb,тӏысын,accepted
wiktionary-03353,train,true,,wiktionary,3353,lexicon,тӏысыпӏэ,seat,noun,тӏысыпӏэ | тӏысыпӏэкӏэ | тӏысыпӏэхэм | тӏысыпӏэхэкӏэ | тӏысыпӏэм | тӏысыпӏэхыу | тӏысыпӏэхэ | тӏысыпӏэу | тӏысыпӏэхэр | тӏысыпӏэр | тӏысыпӏэхэмэ,accepted
wiktionary-03354,train,true,,wiktionary,3354,lexicon,тӏэкӏугъашӏэм,soon,adv,тӏэкӏугъашӏэм | тӏэкӏушӏэмэ,accepted
wiktionary-03355,train,true,,wiktionary,3355,lexicon,тӏэкӏунау,very small amount,adj,тӏэкӏунау,accepted
wiktionary-03356,train,true,,wiktionary,3356,lexicon,тӏэкӏунитӏэ,very small amount,adj,тӏэкӏунитӏэ,accepted
wiktionary-03357,train,true,,wiktionary,3357,lexicon,тӏэн,to implant,verb,тӏэн,accepted
wiktionary-03358,train,true,,wiktionary,3358,lexicon,тӏэпӏын,"to be unstitched, to be torn at the seams",verb,тӏэпӏын,accepted
wiktionary-03359,train,true,,wiktionary,3359,lexicon,тӏэтэн,to disband ; to unleash ; to unbutton,verb,тӏэтэн,accepted
wiktionary-03360,train,true,,wiktionary,3360,lexicon,тӏэтӏэй,slow,adj,тӏэтӏэй,accepted
wiktionary-03361,train,true,,wiktionary,3361,lexicon,тӏэтӏэн,"to be dripping (sticky substances like honey, cake and color liquid)",verb,тӏэтӏэн | мэтӏэтӏэн | мэутӏэтӏэн | утӏэтӏэн,accepted
wiktionary-03362,train,true,,wiktionary,3362,lexicon,уае,"bad weather, strong weather",noun,уае | уаехэ | уаехэм | уаем | уаехэкӏэ | уаер | уаехыу | уаехэр | уаекӏэ | уаехэмэ | уаеу,accepted
wiktionary-03363,train,true,,wiktionary,3363,lexicon,уалъэ,wave,noun,уалъэ,accepted
wiktionary-03364,excluded_benchmark_overlap,false,exact_normalized_input_target_or_variant_overlap_with_benchmark,wiktionary,3364,lexicon,уанэ,saddle,noun,уанэ | уанэм | уанэхэ | уанэхэм | уанэхэкӏэ | уанэу | уанэхыу | уанэр | уанэкӏэ | уанэхэмэ | уанэхэр,accepted
wiktionary-03365,train,true,,wiktionary,3365,lexicon,уарзэ,straw,noun,уарзэ,accepted
wiktionary-03366,train,true,,wiktionary,3366,lexicon,уасэ,price; cost,noun,уасэ,accepted
wiktionary-03367,excluded_benchmark_overlap,false,exact_normalized_input_target_or_variant_overlap_with_benchmark,wiktionary,3367,lexicon,уатэ,hammer,noun,уатэ | уатэхэм | уатэхэмэ | уатэхэ | уатэкӏэ | уатэм | уатэр | уатэу | уатэхыу | уатэхэкӏэ | уатэхэр,accepted
wiktionary-03368,excluded_benchmark_overlap,false,exact_normalized_input_target_or_variant_overlap_with_benchmark,wiktionary,3368,lexicon,уахътэ,time,noun,уахътэ | уахътэхэкӏэ | уахътэм | уахътэхэм | уахътэхыу | уахътэхэ | уахътэкӏэ | уахътэхэр | уахътэу | уахътэр | уахътэхэмэ,accepted
wiktionary-03369,train,true,,wiktionary,3369,lexicon,уашхъо,heaven; sky,verb,уашхъо,accepted
wiktionary-03370,excluded_benchmark_overlap,false,exact_normalized_input_target_or_variant_overlap_with_benchmark,wiktionary,3370,lexicon,уашъо,sky,noun,уашъо | уашъохэм | уашъом | уашъохыу | уашъохэр | уашъохэ | уашъокӏэ | уашъоу | уашъор | уашъохэкӏэ | уашъохэмэ,accepted
wiktionary-03371,train,true,,wiktionary,3371,lexicon,ублапӏэ,"beginning, start",verb,ублапӏэ,accepted
wiktionary-03372,train,true,,wiktionary,3372,lexicon,ублэгъу,time of beginning ; beginner,noun,ублэгъу,accepted
wiktionary-03373,validation,true,,wiktionary,3373,lexicon,убын,"to speak ill of, to gossip",verb,убын | еубын,accepted
wiktionary-03374,train,true,,wiktionary,3374,lexicon,убытын,"to catch ; to hold with strength, to grip ; to capture, to make something yours (Like a room, house, territory, vehicle, animal, any object)",verb,убытын,accepted
wiktionary-03375,train,true,,wiktionary,3375,lexicon,убэн,"to tamp, to make smooth",verb,убэн | мэубэн | еубэн,accepted
wiktionary-03376,train,true,,wiktionary,3376,lexicon,убэтэн,"to shatter, to destroy (cannot be repaired anymore)",verb,убэтэн,accepted
wiktionary-03377,test,true,,wiktionary,3377,lexicon,угъоин,to gather ; to collect,verb,угъоин | еугъоин,accepted
wiktionary-03378,train,true,,wiktionary,3378,lexicon,угъонын,to make a hole into,verb,угъонын,accepted
wiktionary-03379,train,true,,wiktionary,3379,lexicon,удж,dance,noun,удж | угь,accepted
wiktionary-03380,train,true,,wiktionary,3380,lexicon,уджын,to dance,verb,уджын | угьын,accepted
wiktionary-03381,train,true,,wiktionary,3381,lexicon,уджэгъун,"to hate, to dislike",verb,уджэгъун | еуджэгъун,accepted
wiktionary-03382,train,true,,wiktionary,3382,lexicon,удзуцон,to shuck,noun,удзуцон,accepted
wiktionary-03383,test,true,,wiktionary,3383,lexicon,уды,witch ; sorcerer ; magician ; wizard,noun,уды | удыхэкӏэ | удым | удыр | удыхэм | удыу | удыхэмэ | удыхыу | удыхэр | удыкӏэ,accepted
wiktionary-03384,train,true,,wiktionary,3384,lexicon,ужъунтхэн,to spit,verb,ужъунтхэн | жъутхэн | мэжъутхэн,accepted
wiktionary-03385,train,true,,wiktionary,3385,lexicon,ужы,"weasel ; track ; footprint, footstep",noun,ужы | ужыкӏэ | ужыхэкӏэ | ужыр | ужыхэм | ужыхыу | ужым | ужыу | ужыхэр | ужыхэмэ,accepted
wiktionary-03386,train,true,,wiktionary,3386,lexicon,узы,"disease, illness",noun,узы | узэхэкӏэ | узэхэр | узэм | уз | узэхэмэ | узэр | узэ | узэхыу | узэкӏэ | узэхэм | узыу | узэхэ,accepted
wiktionary-03387,train,true,,wiktionary,3387,lexicon,узыныгъэ,pain,noun,узыныгъэ | узыныгъэм | узыныгъэр | узыныгъэу | узыныгъэхыу | узыныгъэхэм | узыныгъэхэкӏэ | узыныгъэхэр | узыныгъэхэмэ | узыныгъэкӏэ | узыныгъэхэ,accepted
wiktionary-03388,train,true,,wiktionary,3388,lexicon,уиӏоф шӏоп,your work is not well (Used to express: You will be in a really problematic situation),intj,уиӏоф шӏоп,accepted
wiktionary-03389,train,true,,wiktionary,3389,lexicon,укъэбзын,to clean,verb,укъэбзын,accepted
wiktionary-03390,train,true,,wiktionary,3390,lexicon,укӏакӏо,killer,noun,укӏакӏо | укӏакӏохэмэ | укӏакӏохэм | укӏакӏом | укӏакӏохэр | укӏакӏохэ | укӏакӏор | укӏакӏохэкӏэ | укӏакӏокӏэ | укӏакӏоу | укӏакӏохыу,accepted
wiktionary-03391,train,true,,wiktionary,3391,lexicon,укӏорэин,"to fall, to roll down",verb,укӏорэин,accepted
wiktionary-03392,train,true,,wiktionary,3392,lexicon,укӏын,to kill,verb,укӏын | укӏьын,accepted
wiktionary-03393,train,true,,wiktionary,3393,lexicon,укӏыт,"modesty, humility",noun,укӏыт | укӏытэр | укӏытэхэм | укӏытэм | укӏытэхэр | укӏытэхэмэ | укӏытыу | укӏытэхэкӏэ | укӏытэ | укӏытэхыу | укӏытэкӏэ | укӏытэхэ,accepted
wiktionary-03394,train,true,,wiktionary,3394,lexicon,укӏытагъо,shamefulness,noun,укӏытагъо | укӏытагъохэкӏэ | укӏытагъокӏэ | укӏытагъор | укӏытагъохэр | укӏытагъохэм | укӏытагъохэ | укӏытагъохэмэ | укӏытагъом | укӏытагъоу | укӏытагъохыу,accepted
wiktionary-03395,train,true,,wiktionary,3395,lexicon,укӏытапх,a shy person,adj,укӏытапх | укӏытапхэ | укӏьытапх,accepted
wiktionary-03396,test,true,,wiktionary,3396,lexicon,укӏытэн,to be ashamed ; to be shy,verb,укӏытэн | укӏьытэн | мэукӏытэн,accepted
wiktionary-03397,train,true,,wiktionary,3397,lexicon,укӏэпхъэн,to trim,verb,укӏэпхъэн | укӏьэпхъэн,accepted
wiktionary-03398,train,true,,wiktionary,3398,lexicon,укӏэсын,to like (the process of liking or falling in love),verb,укӏэсын,accepted
wiktionary-03399,train,true,,wiktionary,3399,lexicon,улъыин,to get rusted,verb,улъыин | мэулъыен,accepted
wiktionary-03400,validation,true,,wiktionary,3400,lexicon,улэун,to get tired,verb,улэун,accepted
wiktionary-03401,train,true,,wiktionary,3401,lexicon,умыармэ,if not (if not the result will be),adv,умыармэ,accepted
wiktionary-03402,excluded_benchmark_overlap,false,exact_normalized_input_target_or_variant_overlap_with_benchmark,wiktionary,3402,lexicon,унагъо,family,noun,унагъо | унагъохэр | унагъом | унагъохэм | унагъохэмэ | унагъокӏэ | унагъохэкӏэ | унагъохэ | унагъохыу | унагъоу | унагъор,accepted
wiktionary-03403,train,true,,wiktionary,3403,lexicon,унагъобзэ,language family,noun,унагъобзэ,accepted
wiktionary-03404,train,true,,wiktionary,3404,lexicon,унагъоцӏэ,"family name, last name",noun,унагъоцӏэ | унагъоцӏэм | унагъоцӏэхэр | унагъоцӏэхэм | унагъоцӏэхэмэ | унагъоцӏэхыу | унагъоцӏэхэ | унагъоцӏэкӏэ | унагъоцӏэхэкӏэ | унагъоцӏэу | унагъоцӏэр,accepted
wiktionary-03405,test,true,,wiktionary,3405,lexicon,унакӏэ,new house,noun,унакӏэ | унакӏэхэмэ | унакӏэкӏэ | унакӏэхэм | унакӏэу | унакӏэр | унакӏэм | унакӏэхэр | унакӏэхэкӏэ | унакӏэхэ | унакӏэхыу,accepted
wiktionary-03406,validation,true,,wiktionary,3406,lexicon,унапчъэ,front door,noun,унапчъэ | унапчъэм | унапчъэу | унапчъэхэм | унапчъэхэкӏэ | унапчъэхэ | унапчъэр | унапчъэхэр | унапчъэхыу | унапчъэкӏэ | унапчъэхэмэ,accepted
wiktionary-03407,train,true,,wiktionary,3407,lexicon,унашъо,"attention ; order (oral), command",noun,унашъо | унашъохэм | унашъоу | унашъохэкӏэ | унашъокӏэ | унашъохэр | унашъохэмэ | унашъом | унашъохыу | унашъор | унашъохэ,accepted
wiktionary-03408,train,true,,wiktionary,3408,lexicon,унашъо фэшӏын,to bring to attention for someone,verb,унашъо фэшӏын,accepted
wiktionary-03409,test,true,,wiktionary,3409,lexicon,унашъо шӏын,"to order, to make arrangements, to see to it (that)",verb,унашъо шӏын,accepted
wiktionary-03410,train,true,,wiktionary,3410,lexicon,унашъхьэ,roof,noun,унашъхьэ | унашъхьэм | унашъхьэу | унашъхьэхэкӏэ | унашъхьэхэр | унашъхьэхэм | унашъхьэхыу | унашъхьэхэмэ | унашъхьэр | унашъхьэхэ | унашъхьэкӏэ,accepted
wiktionary-03411,excluded_benchmark_overlap,false,exact_normalized_input_target_or_variant_overlap_with_benchmark,wiktionary,3411,lexicon,унэ,house,noun,унэ | унэхэр | унэр | унэм | унэхэкӏэ | унэхыу | унэхэм | унэхэ | унэхэмэ | унэу | унэкӏэ,accepted
wiktionary-03412,train,true,,wiktionary,3412,lexicon,унэ шъхьаф,room,noun,унэ шъхьаф | унэ шъхьафэм | унэ шъхьафэхэм | унэ шъхьафэхэмэ | унэ шъхьафэхэкӏэ | унэ шъхьафэкӏэ | унэ шъхьафэ | унэ шъхьафыу | унэ шъхьафэхэр | унэ шъхьафэр | унэ шъхьафэхыу | унэ шъхьафэхэ,accepted
wiktionary-03413,train,true,,wiktionary,3413,lexicon,унэгъо псэуалъэ,furniture,noun,унэгъо псэуалъэ | унэгъо псэуалъэхэм | унэгъо псэуалъэхэмэ | унэгъо псэуалъэм | унэгъо псэуалъэкӏэ | унэгъо псэуалъэр | унэгъо псэуалъэхэкӏэ | унэгъо псэуалъэу | унэгъо псэуалъэхыу | унэгъо псэуалъэхэ | унэгъо псэуалъэхэр,accepted
wiktionary-03414,train,true,,wiktionary,3414,lexicon,унэгъуацӏэ,"family name, surname",noun,унэгъуацӏэ | унэгъуацӏэм | унэгъуацӏэхэмэ | унэгъуацӏэхэкӏэ | унэгъуацӏэхыу | унэгъуацӏэхэр | унэгъуацӏэхэ | унэгъуацӏэр | унэгъуацӏэхэм | унэгъуацӏэу | унэгъуацӏэкӏэ,accepted
wiktionary-03415,train,true,,wiktionary,3415,lexicon,унэзэн,to begin to whirl/spin (to the point of dizziness),verb,унэзэн | мэунэзэн,accepted
wiktionary-03416,train,true,,wiktionary,3416,lexicon,унэкӏын,"to unload, to discharge ; to relieve ; to empty",verb,унэкӏын,accepted
wiktionary-03417,train,true,,wiktionary,3417,lexicon,унэчӏэгъ,"under the house, lower part of a house",noun,унэчӏэгъ | унэчӏэгъэ | унэчӏэгъэхэм | унэчӏэгъэхэкӏэ | унэчӏэгъэм | унэчӏэгъэхэмэ | унэчӏэгъэхыу | унэчӏэгъэхэ | унэчӏэгъэр | унэчӏэгъэхэр | унэчӏэгъыу | унэчӏэгъэкӏэ,accepted
wiktionary-03418,train,true,,wiktionary,3418,lexicon,унэшъошӏы,"administrator, manager, steward (one who administers affairs) ; master of ceremonies, host",noun,унэшъошӏы,accepted
wiktionary-03419,train,true,,wiktionary,3419,lexicon,унэӏут,servant; house serf; menial,noun,унэӏут | унэӏутэхэкӏэ | унэӏутэхэмэ | унэӏутэхэм | унэӏутэхэр | унэӏутэхэ | унэӏутэм | унэӏутэ | унэӏутыу | унэӏутэкӏэ | унэӏутэхыу | унэӏутэр,accepted
wiktionary-03420,train,true,,wiktionary,3420,lexicon,упкӏэ,felt,noun,упкӏэ,accepted
wiktionary-03421,train,true,,wiktionary,3421,lexicon,упкӏэн,"to mow, to cut",verb,упкӏэн,accepted
wiktionary-03422,train,true,,wiktionary,3422,lexicon,упкӏэтэн,to chop; to cut into pieces; to slice into pieces,verb,упкӏэтэн,accepted
wiktionary-03423,train,true,,wiktionary,3423,lexicon,упсын,to shave,verb,упсын,accepted
wiktionary-03424,train,true,,wiktionary,3424,lexicon,упхъон,"to trim ; to clip, to crop (usually of hair)",verb,упхъон,accepted
wiktionary-03425,train,true,,wiktionary,3425,lexicon,упчӏэ,question,noun,упчӏэ | упчӏэкӏэ | упчӏэхэ | упчӏэм | упчӏэу | упчӏэхэр | упчӏэхэм | упчӏэр | упчӏэхыу | упчӏэхэкӏэ | упчӏэхэмэ,accepted
wiktionary-03426,train,true,,wiktionary,3426,lexicon,упчӏэжьын,to doubt,verb,упчӏэжьын,accepted
wiktionary-03427,train,true,,wiktionary,3427,lexicon,упчӏэн,to ask a question,verb,упчӏэн,accepted
wiktionary-03428,train,true,,wiktionary,3428,lexicon,упэпцӏын,"to make something sharp, to sharp",verb,упэпцӏын,accepted
wiktionary-03429,train,true,,wiktionary,3429,lexicon,упэшӏын,to chew,verb,упэшӏын,accepted
wiktionary-03430,train,true,,wiktionary,3430,lexicon,упӏэпӏэн,to blink,verb,упӏэпӏэн,accepted
wiktionary-03431,train,true,,wiktionary,3431,lexicon,урам,street,noun,урам,accepted
wiktionary-03432,validation,true,,wiktionary,3432,lexicon,урыс,a Russian (person),noun,урыс | урысэхыу | урысэхэр | урысэхэ | урысэхэмэ | урысэхэм | урысэм | урысэхэкӏэ | урысэкӏэ | урысэр | урысэ | урысыу,accepted
wiktionary-03433,train,true,,wiktionary,3433,lexicon,урысыбзэ,the Russian language,name,урысыбзэ,accepted
wiktionary-03434,train,true,,wiktionary,3434,lexicon,усын,to name (someone) ; to compose,verb,усын | фэусын,accepted
wiktionary-03435,train,true,,wiktionary,3435,lexicon,утхъоен,to mold; to become moldy; mold to grow upon,verb,утхъоен,accepted
wiktionary-03436,validation,true,,wiktionary,3436,lexicon,утхыпкӏын,"to shake out ; to agitate a piece of cloth or other flexible material in order to remove dust, or to try to make it smooth and flat",verb,утхыпкӏын,accepted
wiktionary-03437,excluded_benchmark_overlap,false,exact_normalized_input_target_or_variant_overlap_with_benchmark,wiktionary,3437,lexicon,уты,iron (for pressing clothes) ; blow (from impact),noun,уты | уты еуалъэхэр | утыр | уты еуалъэхэм | утыхэр | уты еуалъэм | уты еуалъэхэ | утым | уты еуалъэкӏэ | утыхыу | уты еуалъэхэмэ | уты еуалъэр | уты еуалъэ | утыхэмэ | уты еуалъэхыу | утыу | утыхэм | утыхэ | утыхэкӏэ | утыкӏэ | уты еуалъэу | уты еуалъэхэкӏэ,accepted
wiktionary-03438,validation,true,,wiktionary,3438,lexicon,уты егъэшхын,to make someone eat a blow,verb,уты егъэшхын,accepted
wiktionary-03439,train,true,,wiktionary,3439,lexicon,уты еон,"to iron, to pass an iron over (clothing or some other item made of cloth) in order to remove creases.",verb,уты еон,accepted
wiktionary-03440,train,true,,wiktionary,3440,lexicon,утысэн,"to spray dust ; grinding into dust, pulverizing, pulverization",verb,утысэн,accepted
wiktionary-03441,train,true,,wiktionary,3441,lexicon,утэбжьэн,to get numb; to tingle (body-part),noun,утэбжьэн,accepted
wiktionary-03442,train,true,,wiktionary,3442,lexicon,утэцэн,"to numb, to tingle (body-part); to feel a prickling or mildly stinging sensation",noun,утэцэн,accepted
wiktionary-03443,train,true,,wiktionary,3443,lexicon,утэшъон,to get drunk ; to get intoxicated,verb,утэшъон | мэутэшъон,accepted
wiktionary-03444,train,true,,wiktionary,3444,lexicon,уфын,to swing,verb,уфын,accepted
wiktionary-03445,train,true,,wiktionary,3445,lexicon,уфэн,"to bend, to crook ; to tilt, to bend",verb,уфэн,accepted
wiktionary-03446,train,true,,wiktionary,3446,lexicon,уфэупцӏэ,"flexible, pliable, agile ; adaptable",adj,уфэупцӏэ,accepted
wiktionary-03447,train,true,,wiktionary,3447,lexicon,ухъумэн,"to take care of, to safeguard, to watch over ; to protect",verb,ухъумэн,accepted
wiktionary-03448,train,true,,wiktionary,3448,lexicon,ухын,"to finish, to run out ; to finish doing something, to done doing something",verb,ухын,accepted
wiktionary-03449,train,true,,wiktionary,3449,lexicon,уц ӏэзэгъу,medicine,noun,уц ӏэзэгъу | уц ӏэзэгъуэхэр | уц ӏэзэгъуэхэм | уц ӏэзэгъуэкӏэ | уц ӏэзэгъуэм | уц ӏэзэгъухыу | уц ӏэзэгъуыу | уц ӏэзэгъуэхэмэ | уц ӏэзэгъуэхэкӏэ | уц ӏэзэгъуэхэ | уц ӏэзэгъуэ | уц ӏэзэгъуэр,accepted
wiktionary-03450,test,true,,wiktionary,3450,lexicon,уц ӏэзэгъу щапӏэ,"pharmacy, drugstore",noun,уц ӏэзэгъу щапӏэ | уц ӏэзэгъу щапӏэхэр | уц ӏэзэгъу щапӏэм | уц ӏэзэгъу щапӏэкӏэ | уц ӏэзэгъу щапӏэхэм | уц ӏэзэгъу щапӏэхэкӏэ | уц ӏэзэгъу щапӏэу | уц ӏэзэгъу щапӏэхэ | уц ӏэзэгъу щапӏэр | уц ӏэзэгъу щапӏэхыу | уц ӏэзэгъу щапӏэхэмэ,accepted
wiktionary-03451,test,true,,wiktionary,3451,lexicon,уцолъын,"(Shapsug dialect) to suck, to suckle (in the only sense of: To work the lips and tongue on (an object) to extract moisture or nourishment; to absorb (something) in the mouth.) ; (vulgar) to perform fellatio",verb,уцолъын | цолъын,accepted
wiktionary-03452,train,true,,wiktionary,3452,lexicon,уцун,to stop ; to standstill,verb,уцун | мэуцун,accepted
wiktionary-03453,test,true,,wiktionary,3453,lexicon,уцупӏэ,"A stopping place, station",noun,уцупӏэ,accepted
wiktionary-03454,excluded_benchmark_overlap,false,exact_normalized_input_target_or_variant_overlap_with_benchmark,wiktionary,3454,lexicon,уцы,grass ; medicine,noun,уцы | уцэ | уцэм | уцэхэкӏэ | уцым | уцэхэ | уцыхэр | уцэр | уцыхэкӏэ | уцэхэм | уц | уцыхэм | уцыр | уцыкӏэ | уцыу | уцэхыу | уцэхэмэ | уцэкӏэ | уцэхэр | уцыхыу | уцыхэмэ,accepted
wiktionary-03455,test,true,,wiktionary,3455,lexicon,уцы такъыр,pill,noun,уцы такъыр,accepted
wiktionary-03456,excluded_benchmark_overlap,false,exact_normalized_input_target_or_variant_overlap_with_benchmark,wiktionary,3456,lexicon,уцышъо,green ; green color,adj | noun,уцышъо,accepted
wiktionary-03457,train,true,,wiktionary,3457,lexicon,уцэкун,"to become dull, to dull (lose a sharp edge)",verb,уцэкун,accepted
wiktionary-03458,train,true,,wiktionary,3458,lexicon,уцэӏун,"to masticate; to chew, to munch",verb,уцэӏун,accepted
wiktionary-03459,train,true,,wiktionary,3459,lexicon,уцӏынын,"to get wet/soaked, to be soaking, to be sopping wet",verb,уцӏынын,accepted
